id,desc,details,date
places_27207,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-03-23 07:50:06-07:00
places_27208,"I have been to Exploring Castro County, Texas","I have been to Exploring Castro County, Texas",2019-03-23 09:36:05-07:00
places_27209,"I have been to Exploring Castro County, Texas","I have been to Exploring Castro County, Texas",2019-03-23 09:36:12-07:00
places_27210,I have been to Charlie's Furniture Amarillo,I have been to Charlie's Furniture Amarillo,2019-03-23 20:50:05-07:00
places_27211,I have been to Exploring Seoul National University,I have been to Exploring Seoul National University,2019-03-27 11:42:43+09:00
places_27212,I have been to Exploring Seoul National University,I have been to Exploring Seoul National University,2019-03-27 11:42:50+09:00
places_27213,I have been to Exploring Seoul National University,I have been to Exploring Seoul National University,2019-03-27 13:45:36+09:00
places_27214,I have been to Exploring Seoul National University,I have been to Exploring Seoul National University,2019-03-27 13:45:47+09:00
places_27215,I have been to Exploring Seoul National University,I have been to Exploring Seoul National University,2019-03-27 13:45:47+09:00
places_27216,"I have been to Yangpyeong-ro 28da-gil, Seoul","I have been to Yangpyeong-ro 28da-gil, Seoul",2019-03-27 15:47:16+09:00
places_27217,"I have been to Yangpyeong-ro 28da-gil, Seoul","I have been to Yangpyeong-ro 28da-gil, Seoul",2019-03-27 15:47:22+09:00
places_27218,"I have been to Yangpyeong-ro 28da-gil, Seoul","I have been to Yangpyeong-ro 28da-gil, Seoul",2019-03-27 15:47:29+09:00
places_27220,I have been to Exploring Seoul's Seocho-gu,I have been to Exploring Seoul's Seocho-gu,2019-03-27 18:36:03+09:00
places_27221,I have been to Incheon Int'l Airport Terminal 1,I have been to Incheon Int'l Airport Terminal 1,2019-03-28 06:38:09+09:00
places_27223,I have been to Roppongi's Asahi Shokudo,I have been to Roppongi's Asahi Shokudo,2019-03-28 20:38:13+09:00
places_27224,I have been to Roppongi's Asahi Shokudo,I have been to Roppongi's Asahi Shokudo,2019-03-28 20:47:46+09:00
places_27225,I have been to Roppongi's Asahi Shokudo,I have been to Roppongi's Asahi Shokudo,2019-03-28 21:36:34+09:00
places_27226,I have been to Roppongi's Asahi Shokudo,I have been to Roppongi's Asahi Shokudo,2019-03-28 23:25:42+09:00
places_27227,I have been to Roppongi's Asahi Shokudo,I have been to Roppongi's Asahi Shokudo,2019-03-28 23:25:52+09:00
places_27228,I have been to Grand Hyatt Tokyo,I have been to Grand Hyatt Tokyo,2019-03-29 09:12:12+09:00
places_27229,"I have been to Moto-Azabu, Tokyo","I have been to Moto-Azabu, Tokyo",2019-03-29 10:08:09+09:00
places_27230,I have been to Aiiku Hospital in Tokyo,I have been to Aiiku Hospital in Tokyo,2019-03-29 10:13:09+09:00
places_27231,"I have been to Exploring Naka-Meguro, Tokyo","I have been to Exploring Naka-Meguro, Tokyo",2019-03-29 10:53:41+09:00
places_27232,"I have been to Exploring Naka-Meguro, Tokyo","I have been to Exploring Naka-Meguro, Tokyo",2019-03-29 10:54:16+09:00
places_27233,"I have been to Exploring Naka-Meguro, Tokyo","I have been to Exploring Naka-Meguro, Tokyo",2019-03-29 10:54:15+09:00
places_27234,"I have been to Exploring Naka-Meguro, Tokyo","I have been to Exploring Naka-Meguro, Tokyo",2019-03-29 10:54:51+09:00
places_27235,"I have been to Exploring Naka-Meguro, Tokyo","I have been to Exploring Naka-Meguro, Tokyo",2019-03-29 10:54:59+09:00
places_27236,"I have been to Exploring Naka-Meguro, Tokyo","I have been to Exploring Naka-Meguro, Tokyo",2019-03-29 10:56:04+09:00
places_27237,"I have been to Exploring Naka-Meguro, Tokyo","I have been to Exploring Naka-Meguro, Tokyo",2019-03-29 10:56:37+09:00
places_27238,"I have been to University of Tokyo, Tokyo","I have been to University of Tokyo, Tokyo",2019-03-29 12:28:58+09:00
places_27239,"I have been to University of Tokyo, Tokyo","I have been to University of Tokyo, Tokyo",2019-03-29 13:04:14+09:00
places_27240,"I have been to University of Tokyo, Tokyo","I have been to University of Tokyo, Tokyo",2019-03-29 13:04:17+09:00
places_27241,I have been to Tokyo's Shibadaimon,I have been to Tokyo's Shibadaimon,2019-03-29 16:15:45+09:00
places_27242,I have been to Tokyo's Shibakoen,I have been to Tokyo's Shibakoen,2019-03-29 16:23:59+09:00
places_27243,I have been to Tokyo's Shibakoen,I have been to Tokyo's Shibakoen,2019-03-29 16:24:02+09:00
places_27244,I have been to Tokyo's Shibakoen,I have been to Tokyo's Shibakoen,2019-03-29 16:24:07+09:00
places_27245,I have been to Tokyo's Shiba Junior & Senior High School,I have been to Tokyo's Shiba Junior & Senior High School,2019-03-29 16:24:56+09:00
places_27246,I have been to Tokyo's Shibakoen,I have been to Tokyo's Shibakoen,2019-03-29 16:25:06+09:00
places_27247,I have been to Tokyo Prince Hotel,I have been to Tokyo Prince Hotel,2019-03-29 16:26:16+09:00
places_27248,I have been to Exploring Roppongi Hills,I have been to Exploring Roppongi Hills,2019-03-29 18:25:08+09:00
places_27249,I have been to Exploring Roppongi Hills,I have been to Exploring Roppongi Hills,2019-03-29 18:25:24+09:00
places_27250,I have been to Exploring Roppongi Hills,I have been to Exploring Roppongi Hills,2019-03-29 18:26:53+09:00
places_27251,I have been to Exploring Roppongi Hills,I have been to Exploring Roppongi Hills,2019-03-29 18:27:16+09:00
places_27252,"I have been to Exploring Roppongi Hills, Tokyo","I have been to Exploring Roppongi Hills, Tokyo",2019-03-29 19:20:53+09:00
places_27253,"I have been to Exploring Roppongi Hills, Tokyo","I have been to Exploring Roppongi Hills, Tokyo",2019-03-29 21:28:05+09:00
places_27254,"I have been to Narita, Japan","I have been to Narita, Japan",2019-03-30 14:15:37+09:00
places_27255,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-03-31 10:51:04+08:00
places_27256,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-03-31 10:51:41+08:00
places_27257,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-03-31 11:17:52+08:00
places_27258,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-03-31 11:17:57+08:00
places_27259,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-03-31 11:23:27+08:00
places_27260,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-03-31 11:29:26+08:00
places_27261,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-03-31 11:29:35+08:00
places_27262,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-03-31 11:46:18+08:00
places_27263,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-03-31 11:46:22+08:00
places_27264,I have been to Exploring Eslite XinYi Store,I have been to Exploring Eslite XinYi Store,2019-03-31 13:38:53+08:00
places_27265,I have been to Exploring Eslite XinYi Store,I have been to Exploring Eslite XinYi Store,2019-03-31 13:38:56+08:00
places_27266,I have been to Exploring Taipei City Hall,I have been to Exploring Taipei City Hall,2019-03-31 14:02:19+08:00
places_27267,"I have been to Exploring Xinglong Village, Taiwan","I have been to Exploring Xinglong Village, Taiwan",2019-03-31 14:07:01+08:00
places_27268,"I have been to Exploring Xinglong Village, Taiwan","I have been to Exploring Xinglong Village, Taiwan",2019-03-31 14:08:35+08:00
places_27269,"I have been to ""Exploring Sun Yat-sen Memorial Hall""","I have been to ""Exploring Sun Yat-sen Memorial Hall""",2019-03-31 14:11:10+08:00
places_27270,"I have been to Bigtom美國冰淇淋咖啡館 in Chezeng, Taipei","I have been to Bigtom美國冰淇淋咖啡館 in Chezeng, Taipei",2019-03-31 14:25:17+08:00
places_27271,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-04-01 11:46:03+08:00
places_27272,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-04-01 11:46:13+08:00
places_27273,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-04-01 11:46:18+08:00
places_27274,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-04-01 11:50:40+08:00
places_27275,"I have been to Cama Cafe in Huashan, Taipei","I have been to Cama Cafe in Huashan, Taipei",2019-04-01 13:05:56+08:00
places_27276,I have been to Taipei's KuanHua Market,I have been to Taipei's KuanHua Market,2019-04-01 13:10:47+08:00
places_27277,I have been to Exploring Chiang Kai-shek Memorial Hall,I have been to Exploring Chiang Kai-shek Memorial Hall,2019-04-01 14:08:24+08:00
places_27278,I have been to Exploring Chiang Kai-shek Memorial Hall,I have been to Exploring Chiang Kai-shek Memorial Hall,2019-04-01 14:09:49+08:00
places_27279,I have been to Taipei's Democracy Boulevard,I have been to Taipei's Democracy Boulevard,2019-04-01 14:09:52+08:00
places_27280,I have been to Exploring Chiang Kai-shek Memorial Hall,I have been to Exploring Chiang Kai-shek Memorial Hall,2019-04-01 14:12:25+08:00
places_27281,"I have been to Exploring Longtsakoo, Taiwan","I have been to Exploring Longtsakoo, Taiwan",2019-04-01 14:13:29+08:00
places_27282,I have been to Exploring Chiang Kai-shek Memorial Hall,I have been to Exploring Chiang Kai-shek Memorial Hall,2019-04-01 14:19:18+08:00
places_27283,"I have been to Exploring Longtsakoo, Taipei","I have been to Exploring Longtsakoo, Taipei",2019-04-01 14:32:33+08:00
places_27284,"I have been to Exploring Longtsakoo, Taiwan","I have been to Exploring Longtsakoo, Taiwan",2019-04-01 14:32:43+08:00
places_27285,I have been to Taipei's Liberty Square,I have been to Taipei's Liberty Square,2019-04-01 14:34:37+08:00
places_27286,I have been to Photographing Platform in Taipei,I have been to Photographing Platform in Taipei,2019-04-01 18:04:00+08:00
places_27287,"I have been to Exploring Sanli Village, Taipei","I have been to Exploring Sanli Village, Taipei",2019-04-01 18:10:42+08:00
places_27288,I have been to Exploring Liuhe Village Trail,I have been to Exploring Liuhe Village Trail,2019-04-01 18:16:02+08:00
places_27289,I have been to Exploring Taipei: 梅花球場,I have been to Exploring Taipei: 梅花球場,2019-04-01 18:16:44+08:00
places_27290,I have been to Exploring Xiangshan Tunnel,I have been to Exploring Xiangshan Tunnel,2019-04-01 18:18:23+08:00
places_27291,I have been to Exploring Xiangshan Tunnel,I have been to Exploring Xiangshan Tunnel,2019-04-01 18:18:34+08:00
places_27292,I have been to Exploring Taipei from the Xinyi District,I have been to Exploring Taipei from the Xinyi District,2019-04-01 18:18:54+08:00
places_27293,"I have been to Exploring Sanli Village, Taipei","I have been to Exploring Sanli Village, Taipei",2019-04-01 18:19:16+08:00
places_27294,"I have been to Exploring Sanli Village, Taipei","I have been to Exploring Sanli Village, Taipei",2019-04-01 18:27:54+08:00
places_27295,"I have been to Exploring Sanli Village, Taipei","I have been to Exploring Sanli Village, Taipei",2019-04-01 18:28:24+08:00
places_27296,"I have been to Exploring Sanli Village, Taipei","I have been to Exploring Sanli Village, Taipei",2019-04-01 18:30:30+08:00
places_27297,"I have been to Exploring Sanli Village, Taipei","I have been to Exploring Sanli Village, Taipei",2019-04-01 18:30:38+08:00
places_27298,"I have been to Exploring Sanli Village, Taipei","I have been to Exploring Sanli Village, Taipei",2019-04-01 18:30:50+08:00
places_27299,"I have been to Exploring Sanli Village, Taipei","I have been to Exploring Sanli Village, Taipei",2019-04-01 18:33:02+08:00
places_27300,I have been to Photographing Platform in Taipei,I have been to Photographing Platform in Taipei,2019-04-01 18:33:52+08:00
places_27301,"I have been to ""Photography Platform at 101 Tower""","I have been to ""Photography Platform at 101 Tower""",2019-04-01 18:34:03+08:00
places_27302,I have been to Exploring Taipei: 梅花球場,I have been to Exploring Taipei: 梅花球場,2019-04-01 18:34:13+08:00
places_27303,I have been to Exploring Taipei: 梅花球場,I have been to Exploring Taipei: 梅花球場,2019-04-01 18:34:18+08:00
places_27304,I have been to Exploring Taipei: 梅花球場,I have been to Exploring Taipei: 梅花球場,2019-04-01 18:44:00+08:00
places_27305,I have been to Exploring Nature at 象山自然步道,I have been to Exploring Nature at 象山自然步道,2019-04-01 18:47:11+08:00
places_27306,I have been to Exploring Taipei's Elephant Mountain Trail,I have been to Exploring Taipei's Elephant Mountain Trail,2019-04-01 18:54:00+08:00
places_27307,"I have been to Randall County, Texas","I have been to Randall County, Texas",2019-04-02 19:09:25-07:00
places_27308,"I have been to Randall County, Texas","I have been to Randall County, Texas",2019-04-02 19:10:05-07:00
places_27309,"I have been to Randall County, Texas","I have been to Randall County, Texas",2019-04-02 19:16:56-07:00
places_27310,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-03 08:53:44-07:00
places_27311,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-06 12:16:12-07:00
places_27312,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-06 12:16:37-07:00
places_27313,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-06 12:16:36-07:00
places_27314,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-06 12:17:05-07:00
places_27315,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-06 12:17:19-07:00
places_27316,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-06 12:17:32-07:00
places_27317,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-06 12:17:40-07:00
places_27318,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-10 15:59:42-07:00
places_27319,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-10 15:59:41-07:00
places_27320,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-11 16:03:08-07:00
places_27321,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-11 17:50:51-07:00
places_27322,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-11 17:50:53-07:00
places_27323,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-11 17:51:04-07:00
places_27324,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-11 17:51:03-07:00
places_27325,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-13 13:08:12-07:00
places_27326,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-13 13:23:32-07:00
places_27327,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-13 13:23:49-07:00
places_27328,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-13 13:24:21-07:00
places_27329,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-14 08:23:09-07:00
places_27330,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-14 08:23:14-07:00
places_27331,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-14 11:09:42-07:00
places_27332,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-14 11:09:56-07:00
places_27333,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-14 19:19:06-07:00
places_27334,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-14 19:28:23-07:00
places_27335,"I have been to Exploring Gastown, Vancouver","I have been to Exploring Gastown, Vancouver",2019-04-14 20:40:40-07:00
places_27336,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-15 08:03:01-07:00
places_27337,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-15 08:03:20-07:00
places_27338,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-15 12:16:09-07:00
places_27339,"I have been to Luxury in Gastown, Vancouver","I have been to Luxury in Gastown, Vancouver",2019-04-15 12:34:01-07:00
places_27340,I have been to Gastown Nail Salon,I have been to Gastown Nail Salon,2019-04-15 13:45:18-07:00
places_27341,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 13:47:29-07:00
places_27342,I have been to Gastown Nail Salon,I have been to Gastown Nail Salon,2019-04-15 13:47:35-07:00
places_27343,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:19:43-07:00
places_27344,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:19:45-07:00
places_27345,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:19:50-07:00
places_27346,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:19:55-07:00
places_27347,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:19:56-07:00
places_27348,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:20:02-07:00
places_27349,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:20:03-07:00
places_27350,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:20:07-07:00
places_27351,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:20:07-07:00
places_27352,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:20:08-07:00
places_27353,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:20:19-07:00
places_27354,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 14:20:20-07:00
places_27355,I have been to Gastown's Bellaggio Café & Gelateria,I have been to Gastown's Bellaggio Café & Gelateria,2019-04-15 15:21:26-07:00
places_27356,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-15 15:25:50-07:00
places_27357,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-15 15:25:58-07:00
places_27358,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 17:05:24-07:00
places_27359,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 17:16:37-07:00
places_27360,I have been to Gastown Nail Salon,I have been to Gastown Nail Salon,2019-04-15 18:13:08-07:00
places_27361,I have been to Gastown Nail Salon,I have been to Gastown Nail Salon,2019-04-15 18:30:43-07:00
places_27362,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 18:30:48-07:00
places_27363,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 18:31:20-07:00
places_27364,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 18:31:22-07:00
places_27365,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 18:34:27-07:00
places_27366,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-15 18:53:48-07:00
places_27367,I have been to Vancouver's Olympic Cauldron,I have been to Vancouver's Olympic Cauldron,2019-04-15 20:31:18-07:00
places_27368,I have been to Vancouver's Shaw Tower,I have been to Vancouver's Shaw Tower,2019-04-16 07:52:35-07:00
places_27369,I have been to Vancouver's Shaw Tower,I have been to Vancouver's Shaw Tower,2019-04-16 07:52:38-07:00
places_27370,I have been to Vancouver's Shaw Tower,I have been to Vancouver's Shaw Tower,2019-04-16 07:52:47-07:00
places_27371,I have been to Vancouver's Shaw Tower,I have been to Vancouver's Shaw Tower,2019-04-16 07:52:51-07:00
places_27372,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-16 10:02:50-07:00
places_27373,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-16 10:35:31-07:00
places_27374,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-16 11:19:47-07:00
places_27375,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-16 11:33:45-07:00
places_27376,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-16 12:43:45-07:00
places_27377,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-16 12:43:50-07:00
places_27378,I have been to Vancouver's Olympic Cauldron,I have been to Vancouver's Olympic Cauldron,2019-04-16 15:58:10-07:00
places_27379,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-16 18:44:28-07:00
places_27380,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 08:56:50-07:00
places_27381,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 09:16:52-07:00
places_27382,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 09:30:42-07:00
places_27383,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 09:34:50-07:00
places_27384,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 09:51:56-07:00
places_27385,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 11:32:25-07:00
places_27386,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 12:32:29-07:00
places_27387,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 12:35:17-07:00
places_27388,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 12:35:20-07:00
places_27389,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 12:43:24-07:00
places_27390,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 12:43:27-07:00
places_27391,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 13:44:56-07:00
places_27392,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 18:34:48-07:00
places_27393,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-17 18:37:48-07:00
places_27394,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 09:00:47-07:00
places_27395,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 09:25:03-07:00
places_27396,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 10:00:34-07:00
places_27397,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 11:45:23-07:00
places_27398,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 11:48:54-07:00
places_27399,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 12:01:17-07:00
places_27400,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 12:03:14-07:00
places_27401,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 12:18:17-07:00
places_27402,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 12:29:21-07:00
places_27403,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-18 16:25:56-07:00
places_27404,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-18 16:26:01-07:00
places_27405,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-18 16:26:04-07:00
places_27406,I have been to Vancouver's Canada Place,I have been to Vancouver's Canada Place,2019-04-18 16:26:07-07:00
places_27407,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 17:10:13-07:00
places_27408,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 17:10:17-07:00
places_27409,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 17:27:02-07:00
places_27410,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 17:54:04-07:00
places_27411,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 19:46:42-07:00
places_27412,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-18 19:46:47-07:00
places_27413,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-19 11:21:20-07:00
places_27414,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-19 11:22:29-07:00
places_27415,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-19 11:34:21-07:00
places_27416,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-19 11:37:25-07:00
places_27417,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-19 11:38:46-07:00
places_27418,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-19 11:39:45-07:00
places_27419,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-19 11:41:51-07:00
places_27420,I have been to Vancouver Convention Centre West,I have been to Vancouver Convention Centre West,2019-04-19 11:42:16-07:00
places_27421,"I have been to Old School Iron in Amarillo, TX","I have been to Old School Iron in Amarillo, TX",2019-04-20 11:12:11-07:00
places_27422,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-20 13:02:58-07:00
places_27423,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-20 14:04:32-07:00
places_27424,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-20 17:58:49-07:00
places_27425,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-20 17:58:54-07:00
places_27426,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-21 10:33:26-07:00
places_27427,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-21 11:39:34-07:00
places_27428,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-21 11:39:50-07:00
places_27429,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-21 11:41:20-07:00
places_27430,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-21 11:41:39-07:00
places_27431,"I have been to Exploring Randall County, Texas","I have been to Exploring Randall County, Texas",2019-04-22 19:13:15-07:00
places_27432,"I have been to Exploring Randall County, Texas","I have been to Exploring Randall County, Texas",2019-04-22 19:24:01-07:00
places_27433,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-23 08:14:56-07:00
places_27434,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-23 08:14:55-07:00
places_27435,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-23 09:58:20-07:00
places_27436,"I have been to ""Texas Home on Greg Street""","I have been to ""Texas Home on Greg Street""",2019-04-23 12:25:08-07:00
places_27437,I have been to Exploring the Grand Canyon,I have been to Exploring the Grand Canyon,2019-04-24 18:32:53-07:00
places_27438,"I have been to Exploring Mather Point, Grand Canyon","I have been to Exploring Mather Point, Grand Canyon",2019-04-24 18:35:19-07:00
places_27439,"I have been to Exploring Mather Point, Grand Canyon","I have been to Exploring Mather Point, Grand Canyon",2019-04-24 18:35:28-07:00
places_27440,"I have been to Exploring Mather Point, Grand Canyon","I have been to Exploring Mather Point, Grand Canyon",2019-04-24 18:35:38-07:00
